observation_date,ticker,base_model_id,anchor_probability,target_outperform,market_return_1d,benchmark_relative_return_1d,return_z_20,relative_return_z_20,volume_z_20,intraday_range_pct,sec_filing_freshness,sec_is_8k_6k,sec_is_10q,sec_is_10k_family,yield_curve_change,hy_spread_change,macro_freshness
2016-01-04,SIM,efd41fec7d9d24fd,0.49679541860761045,0,-1.0393622769638646,-1.0466126134584515,-0.22364484919641914,0.3228666987128985,0.6971523762420445,-0.6980163554624308,0.18352416513776088,0.0,0.0,0.0,0.13340850013426375,0.2672351979698298,0.612788083950275
2016-01-06,SIM,efd41fec7d9d24fd,0.5071763575842277,1,0.36185980023358333,0.7942616001041161,0.6842531415448172,-0.039782795080951144,0.7716705113356944,0.5518129533732297,0.12066871638837968,0.0,0.0,0.0,-0.22624698967189583,-0.1588704490003254,0.683636049942624
2016-01-08,SIM,efd41fec7d9d24fd,0.5176515927521196,0,0.9139155066820496,0.21857697510217078,-0.36983666366572293,0.0402611687592434,0.032706121501223276,-0.6306474004917231,0.19031695101296792,0.0,0.0,0.0,1.0249143816184727,0.01827485857386942,0.6430698155398384
2016-01-10,SIM,efd41fec7d9d24fd,0.5098091687387118,1,0.14130174609488563,1.3185377390029884,-0.22977396582774423,0.8027120375721917,0.4879593777792421,-0.8683744949727931,0.0867168677639312,0.0,0.0,0.0,-0.05345236078545768,0.34672011298363525,0.6775555548306577
2016-01-12,SIM,efd41fec7d9d24fd,0.5194777477807466,1,0.3970768738980711,-0.027491993702566025,0.3537689590048498,0.2908049584110746,0.19540384813745187,1.6019276997139038,0.021965664500413085,0.0,0.0,0.0,0.036957190715478525,0.22969054781684958,0.6599374149054957
2016-01-14,SIM,efd41fec7d9d24fd,0.5301575526911153,0,0.9640617798575982,-0.7463052859464387,-0.0345036641086813,-1.2418590951552158,-0.3101976734947237,0.3768101125831862,0.07177828202587902,0.0,0.0,0.0,0.314444888330986,-0.47830470959204896,0.598398126159623
2016-01-16,SIM,efd41fec7d9d24fd,0.5185531885459274,1,0.44611526478029295,-0.10157332811001692,0.3907527636795457,0.8068602464766534,-0.5065742067757768,0.7405258637990657,0.0321358342448548,0.0,0.0,0.0,0.14615050576933533,-0.11515155875960996,0.40431052175706583
2016-01-18,SIM,efd41fec7d9d24fd,0.4605248149546398,1,0.6493664229407841,-1.1880056633949472,0.3561258252909203,-0.09353983807281988,1.205291275938556,0.31832270831569104,0.651226968359883,0.0,0.0,0.651226968359883,0.183305692031715,-0.7540043559595654,0.9722875803189859
2016-01-20,SIM,efd41fec7d9d24fd,0.46897589009489904,1,0.025968810329813463,-1.0608871048873416,-0.6756735536726113,0.18866790879998396,-0.38465171709010976,-0.12056728684179438,0.16954720751879085,0.0,0.0,0.0,0.15101133882143167,0.476497878792012,0.6771805606561887
2016-01-22,SIM,efd41fec7d9d24fd,0.4633999569452532,0,-0.5867304139085658,-0.9173437315413353,0.21514885772903758,-0.2665595179322389,-0.37149349071339377,-0.2891016626028758,0.15144472536288428,0.0,0.0,0.0,0.8769192032903883,0.06254889383035568,0.4819601759004428
2016-01-24,SIM,efd41fec7d9d24fd,0.45829836575288785,1,-0.0476152435307895,0.09013799393501362,-0.4320228624176659,-1.293813980439557,-0.6357089177525709,-0.4415718121072712,0.163654091981393,0.0,0.0,0.0,0.3605255541524697,-0.11909037384089602,0.8902389756019732
2016-01-26,SIM,efd41fec7d9d24fd,0.46434242867533193,0,0.24373193860313408,-0.03505668255210054,0.274448229481563,-0.9376248399608406,-0.3737639006250267,-0.3832467636096207,0.061561999253269356,0.0,0.0,0.0,-0.0777355195792903,0.005255490206413139,0.4682432259661121
2016-01-28,SIM,efd41fec7d9d24fd,0.4730251684212918,1,0.053085480583221656,0.3720633635377605,-0.5581973760399895,-0.3585326579649801,0.904286467620601,-0.16479392234127788,0.13173544536319767,0.0,0.0,0.0,0.09385095917711175,-0.6188734203390334,0.5172123356011303
2016-01-30,SIM,efd41fec7d9d24fd,0.4705617976099964,0,-0.35846978332768437,0.22691395049313667,-0.5166937043281634,-0.9870223378472409,-0.8783748028225522,0.3864405454700842,0.639069784434672,0.0,0.0,0.639069784434672,-0.1531818860708121,0.3856175635170843,0.8135579940519496
2016-02-01,SIM,efd41fec7d9d24fd,0.458813245413785,0,-0.37322430613993823,0.5546438355138567,-0.6708585108490416,0.9353657315582907,-0.520016242793823,0.4106257168956541,0.05471387012074039,0.0,0.0,0.0,-1.365920939358931,-0.5371655539082535,0.8343476612065976
2016-02-03,SIM,efd41fec7d9d24fd,0.47828017279984186,0,-0.050189103241945254,-0.127791615174209,0.0032659865151277345,0.945228533674333,-0.3787418188625018,-0.1253732411583689,0.1960339885397845,0.0,0.0,0.0,-1.0366262319003514,0.860414624237136,0.9129675189255355
2016-02-05,SIM,efd41fec7d9d24fd,0.47259327197394885,0,-1.5883668525217998,-0.027205456875397105,0.46608257219145766,0.3762588187156967,-1.0974520464721542,-0.6666785870476494,0.07813067352047776,0.0,0.0,0.0,-0.4174679877270196,0.017243751637382534,0.8146021087432741
2016-02-07,SIM,efd41fec7d9d24fd,0.5004965442151305,1,-0.8677075628837507,0.24879513888185942,0.35568561951704486,0.010274723026942163,-0.18156554731414523,0.8897903669810828,0.15191032711785266,0.0,0.0,0.0,0.17908709245210525,-0.43065335513456215,0.9414788721476663
2016-02-09,SIM,efd41fec7d9d24fd,0.4629825832217597,0,-0.6558035594487552,-0.9330682025311654,0.21315992848527124,0.5269108906951501,-0.90155263589709,-0.10084949446910695,0.17248873199883774,0.0,0.0,0.0,-0.7525418925958828,0.05668440160204013,0.8190270390218279
2016-02-11,SIM,efd41fec7d9d24fd,0.5511904832554775,0,-0.19133752167640955,-0.08313907735314212,-0.5998080672526989,0.1651124289944944,-0.6137201069897108,0.10679785867988864,0.009390746730777267,0.0,0.0,0.0,0.6121763818355183,0.52619227132534,0.4938040861877755
2016-02-13,SIM,efd41fec7d9d24fd,0.5520949584494679,1,0.5861186041367751,1.3666733866642882,0.4834976823517447,0.20537377195393067,0.30862511744232407,-0.9671627151199321,0.16192368606367352,0.0,0.0,0.0,0.23064917000114687,-1.1388790964129798,0.41173309440209416
