date,target_end_date,ticker,ret_21,ret_63,ret_126,ret_252,rel_ret_21,rel_ret_63,rel_ret_126,rel_ret_252,vol_21,vol_63,vol_126,benchmark_ret_21,benchmark_ret_63,benchmark_ret_126,benchmark_ret_252,benchmark_vol_63,drawdown_126,drawdown_252,distance_52w_high,sma_50_200,volume_z_63,sec_revenue_growth_yoy,sec_net_margin,sec_operating_margin,sec_gross_margin,sec_current_ratio,sec_debt_to_equity,sec_fcf_margin,sec_roa,forward_return,benchmark_forward_return,forward_excess_return,target_outperform
1995-01-31,1996-01-18,SIM000,0.02504007591388022,-0.023868797232422665,0.034812915597398325,-0.0229808335210104,0.026797772906881023,0.09055956796289463,0.09849450369187897,0.2668808807250845,0.18276001538230138,0.23420779963166988,0.1986436843271324,0.023817662821005108,0.029879306890502524,0.012458445407043061,0.08328903362458764,0.19716854373745152,-0.1416174213923618,-0.1896659701211391,-0.13154795151204318,0.008427834029904158,-0.11912841793553423,-0.01042066888956085,0.06371004729527258,0.10059169899586111,0.3559769371010436,1.292978345101183,1.2572105211924585,0.08179088145951868,0.07972445461269985,0.18394411950762007,0.12186523269985094,0.014004242062780656,1
1995-01-31,1996-01-18,SIM001,0.01814994830642552,0.012106470644109921,-0.025960538783523626,0.04647342320134899,0.008641558853945248,0.03147051786455888,0.024439565607215323,0.19504679067256392,0.14391248889082975,0.11024825051686947,0.12692157531358622,-0.00015295548108918647,-0.012106392648607908,-0.0015906655649348955,0.10603058334445502,0.17956973192600345,-0.12796671397793388,-0.08124784256255255,-0.021811128770348034,0.003943813879444376,-0.5356155246425384,0.10730197012909254,0.10165419464268355,0.09000510603068261,0.4150320208191931,1.5361941398067127,1.1649190720792695,0.0715281971404925,0.05400027873605133,0.05034979271312727,0.191872898318047,-0.0938239080693364,1
1995-01-31,1996-01-18,SIM002,0.03662240728351979,0.05383768508218276,0.1632740755983491,0.3259743394366955,-0.04922371711714082,-0.10710032775822528,-0.17016608183435594,-0.2856591513433458,0.34374736780490095,0.28958084556826297,0.32309926322141597,-0.012008755169741573,0.004321547231853941,0.05188125350262068,0.0680574803190852,0.17800596728264131,-0.03602655415994199,-0.12708653296512049,-0.04376282043144579,0.0461618545553154,0.8604816769081292,0.09473693391400453,0.15055664112857536,0.1493578513766392,0.4074651925950247,1.365968993378982,0.7296424344571337,0.12108169608378226,0.07712309122852558,0.4758038084546157,0.13511902501110465,0.11950816368276732,1
1995-01-31,1996-01-18,SIM003,-0.009775695997948647,0.0055860041756307065,0.01989664846345522,-0.03806344968301785,0.046762091190400916,0.18780876161079352,0.26219094928066256,0.30693747232282376,0.3439289873779589,0.34564556919298817,0.35718745088234277,0.008155004970675929,0.017242518370974416,0.008440613703678098,0.09986885696294401,0.20423064722245948,-0.04726003582769695,-0.22397409414944242,-0.10700280803453074,-0.04057024408615023,1.2594075923413237,0.0036759908660674075,0.047962889552470286,0.07452159029179913,0.21672516883594284,1.159197425900594,1.944342083782581,0.04925223225969896,0.037157054801419835,0.2469595132906968,0.03454307379042597,0.042937557626257374,1
1995-01-31,1996-01-18,SIM004,-0.045637195548025075,-0.08680087318920107,-0.07199466113897479,-0.07842069249723735,-0.0022943041424211236,0.0016551227234241823,0.015248224516475027,-0.13156014096304572,0.12190478563512533,0.14839494228298525,0.11039098381709782,0.004858791879886746,0.003676884732936484,0.0899957130291934,0.11344198809584008,0.17454270130013622,-0.16934614826660227,-0.1348257429458268,-0.1088421407435248,-0.030198825518476864,-1.389589191140613,0.18369967147242097,0.15628596023728047,0.21467801000041548,0.5279093757932727,1.6341242374206826,0.3485850595548877,0.20622134356116897,0.13511618090009728,0.17059593900019998,0.11583453687866149,0.09078354469892148,1
1995-01-31,1996-01-18,SIM005,-0.005039135014998088,-0.028804458919145088,-0.045435187608958136,-0.027261177985187766,0.000742264242175484,0.03561443580062325,0.10436621870448409,0.23512234378933164,0.1820151600322746,0.14701977797739657,0.13356698937474734,0.015409385476519457,-0.001701047592531018,0.08835298579238003,0.01175757874022041,0.16003450641750977,-0.010523380340155486,-0.02124642825429017,-0.14018832081925853,-0.010136749142720017,0.07046182618963236,0.035224379446716705,0.08237886881483278,0.06487890049355391,0.24271241699099094,1.708410985891623,1.3331491057016835,0.02951703798211761,0.04177094019138458,0.1702803347451587,0.14981581145993564,-0.0025335178619180776,0
1995-01-31,1996-01-18,SIM006,0.01722793320022218,0.01083533870494368,0.07787051500899692,-0.055054017476668896,-0.004338513735847012,-0.0018455900935056765,0.0658828851764685,0.1169915569473175,0.16437790284633294,0.13433794658612003,0.1527524132801304,-0.00771825509427224,0.014459734430154254,0.03706984354386821,0.08932514466631507,0.1761632650639064,-0.14722566623180067,-0.23024668433197915,-0.12088929369148782,0.04082653406829469,-0.6780422707071547,0.050977059307520306,0.14483260150692007,0.1774047576431748,0.4454226345795027,1.4606639638948264,0.8898248925509981,0.12882770287155934,0.10022383678765978,-0.23473588340639373,0.060858494186276466,-0.2116701329596166,0
1995-01-31,1996-01-18,SIM007,-0.0031434612644944985,-0.043640698749728465,0.004909522452580702,0.011204818730613061,-0.015842560916581077,0.029082663760284427,-0.02364297206389289,-0.034254104886311115,0.19618133421092684,0.20000883642487793,0.20472415185270126,0.013931243998485906,0.008681193920597312,0.007823423694710112,0.1248365041264532,0.13571624036271368,-0.06264682195087036,-0.185587813381516,-0.06106651119662127,0.032405284873278234,0.22083609259957,0.10538123843706762,0.10837883225443529,0.07818786201455846,0.28098457383064473,1.7779726614474387,0.7646552324004433,0.09460712818903057,0.07265939788771583,0.12829477770679967,-0.010875943967333296,-0.01934506663620622,0
1995-01-31,1996-01-18,SIM008,-0.005622756246060789,-0.06142181565517143,-0.1097437896096442,-0.11587270099401764,0.030704901603202682,0.02163555200914554,0.03692359972193802,0.2441633696124009,0.09790025581461975,0.10496928901926855,0.11068675508831641,0.00021239294554055172,0.02716142952686719,0.03543571421472787,0.0800237821338263,0.1714401491552066,-0.0709356840422877,-0.20809758682386043,-0.06887955462276851,-0.03018298109003914,-1.2462499888843763,0.18792929632104366,0.1862953597910475,0.25450343586963087,0.546841754768504,1.9977653618247597,0.8236566698372099,0.18419682276156873,0.08092668515599666,0.009570900312664804,0.04483531758495613,-0.09420341737161086,0
1995-01-31,1996-01-18,SIM009,0.0020415234957615403,-0.05082539813018548,0.047010115840186995,0.0788237792391315,-0.00794354368850821,-0.052998626844859814,0.01717955947785798,-0.15047221213828404,0.19151791729620132,0.24453358645868695,0.2140733595866907,0.010411630536113357,0.029037509008274016,0.059780823784321466,0.03780262119946813,0.20716422167984164,-0.008673647387817812,-0.14224864629191733,-0.03796464790310403,0.03478939427283733,1.7452620780922738,0.2653280961334713,0.24302467982021272,0.3279967353255974,0.5547872085731103,2.000791017961786,0.34882818521342196,0.2578404532652981,0.20179390621561297,0.28308385697291627,-0.00209472955780958,0.10964658978554152,1
